id,name,type,traffic_volume,speed_limit,lanes,latitude,longitude
15101,UNIVERSITY ROAD GUJRAT Pakistan #15101,Highway,1748,60,2,32.5770936,74.0676297
15102,UNIVERSITY ROAD GUJRAT Pakistan #15102,Rural,3354,40,2,32.5626069,74.0517515
15103,GT ROAD GUJRAT Pakistan #15103,Highway,2910,40,3,32.5709306,74.0698048
15104,UNIVERSITY ROAD GUJRAT Pakistan #15104,Arterial,1246,60,1,32.5691158,74.0708626
15105,NEAR PSO PUMP GUJRAT Pakistan #15105,Highway,1165,100,1,32.5691158,74.0708626
15106,DINGA ROAD GUJRAT Pakistan #15106,Arterial,1224,120,5,32.5648353,74.0672822
15107,UNIVERSITY ROAD GUJRAT Pakistan #15107,Residential,2872,80,4,32.6407156,74.1666998
15108,JALALPUR JATTAN ROAD GUJRAT Pakistan #15108,Residential,1091,30,5,32.5463666,74.0683506
15109,BHIMBER ROAD GUJRAT Pakistan #15109,Arterial,2375,30,5,32.5588588,74.0433025
15110,VILLAGE LINK ROAD GUJRAT Pakistan #15110,Residential,2525,40,5,32.6103331,74.1480803
15111,DINGA ROAD GUJRAT Pakistan #15111,Rural,1603,40,3,32.5932314,74.0440804
15112,NEAR PSO PUMP GUJRAT Pakistan #15112,Arterial,4826,40,1,32.5588588,74.0433025
15113,GT ROAD GUJRAT Pakistan #15113,Residential,4379,120,1,32.5583951,74.0757951
15114,NEAR BUS STOP GUJRAT Pakistan #15114,Arterial,5039,80,2,32.561654,74.0504323
15115,NEAR PSO PUMP GUJRAT Pakistan #15115,Highway,2056,120,1,32.5723863,74.0683129
15116,NEAR PSO PUMP GUJRAT Pakistan #15116,Residential,3614,40,5,32.5632439,74.0406361
15117,NEAR MARKET GUJRAT Pakistan #15117,Highway,756,50,3,32.7740306,74.007986
15118,NEAR MARKET GUJRAT Pakistan #15118,Residential,3023,60,5,32.5588588,74.0433025
15119,BHIMBER ROAD GUJRAT Pakistan #15119,Highway,2214,60,3,32.5588588,74.0433025
15120,UNIVERSITY ROAD GUJRAT Pakistan #15120,Highway,4951,100,3,32.6154313,74.2692839
15121,NEAR BUS STOP GUJRAT Pakistan #15121,Arterial,818,120,4,32.5626069,74.0517515
15122,UNIVERSITY ROAD GUJRAT Pakistan #15122,Highway,2730,120,3,32.5764677,74.0813577
15123,GT ROAD GUJRAT Pakistan #15123,Rural,2278,100,3,32.6480365,74.2120629
15124,NEAR SCHOOL ROAD GUJRAT Pakistan #15124,Residential,1345,100,6,32.5730725,74.1005044
15125,BHIMBER ROAD GUJRAT Pakistan #15125,Residential,5150,120,3,32.6480365,74.2120629
15126,UNIVERSITY ROAD GUJRAT Pakistan #15126,Residential,3520,30,5,32.6447285,74.0399268
15127,SERVICE ROAD GUJRAT Pakistan #15127,Residential,4162,80,6,32.5744818,74.0804391
15128,VILLAGE LINK ROAD GUJRAT Pakistan #15128,Arterial,1648,80,4,32.629583,74.079007
15129,NEAR BUS STOP GUJRAT Pakistan #15129,Highway,2493,80,6,32.6578309,74.2284025
15130,JALALPUR JATTAN ROAD GUJRAT Pakistan #15130,Highway,2833,30,3,32.6377717,74.1958929
15131,GT ROAD GUJRAT Pakistan #15131,Arterial,1037,30,1,32.5739317,74.0749848
15132,NEAR PSO PUMP GUJRAT Pakistan #15132,Rural,1928,50,2,32.5657291,74.0687952
15133,VILLAGE LINK ROAD GUJRAT Pakistan #15133,Residential,1982,100,2,32.5690961,74.0883905
15134,NEAR SCHOOL ROAD GUJRAT Pakistan #15134,Rural,5036,60,1,32.584226,74.071835
15135,UNIVERSITY ROAD GUJRAT Pakistan #15135,Rural,3428,40,1,32.5323929,74.0668712
15136,NEAR SCHOOL ROAD GUJRAT Pakistan #15136,Residential,5019,60,5,32.6426654,74.2022415
15137,SERVICE ROAD GUJRAT Pakistan #15137,Arterial,1821,80,1,32.5985791,74.0462154
15138,BHIMBER ROAD GUJRAT Pakistan #15138,Residential,5050,100,2,32.5921906,74.116012
15139,DINGA ROAD GUJRAT Pakistan #15139,Residential,1845,80,5,32.6039016,74.137435
15140,CHOWK AREA GUJRAT Pakistan #15140,Arterial,4107,40,6,32.5882408,74.0577982
15141,VILLAGE LINK ROAD GUJRAT Pakistan #15141,Rural,3361,40,4,32.5853647,74.0675061
15142,CHOWK AREA GUJRAT Pakistan #15142,Highway,5059,50,6,32.5320205,74.0666046
15143,CHOWK AREA GUJRAT Pakistan #15143,Residential,1799,40,6,32.5701615,74.0923601
15144,DINGA ROAD GUJRAT Pakistan #15144,Rural,2408,80,6,32.5375899,74.0618133
15145,UNIVERSITY ROAD GUJRAT Pakistan #15145,Rural,4688,80,5,32.6377717,74.1958929
15146,BHIMBER ROAD GUJRAT Pakistan #15146,Residential,4437,120,5,32.5632546,74.100451
15147,UNIVERSITY ROAD GUJRAT Pakistan #15147,Residential,1980,60,5,32.5932314,74.0440804
15148,SERVICE ROAD GUJRAT Pakistan #15148,Rural,3926,60,6,32.5862974,74.0567177
15149,DINGA ROAD GUJRAT Pakistan #15149,Arterial,4713,120,2,32.5893907,74.0630243
15150,NEAR PSO PUMP GUJRAT Pakistan #15150,Residential,3662,50,2,32.5183385,74.0771413
15151,DINGA ROAD GUJRAT Pakistan #15151,Residential,3982,50,4,32.5588588,74.0433025
15152,GT ROAD GUJRAT Pakistan #15152,Arterial,4389,50,4,32.5079499,74.0431765
15153,NEAR PSO PUMP GUJRAT Pakistan #15153,Highway,4595,30,4,32.5730725,74.1005044
15154,CHOWK AREA GUJRAT Pakistan #15154,Rural,5034,40,2,32.5695355,74.085118
15155,NEAR SCHOOL ROAD GUJRAT Pakistan #15155,Rural,4685,50,6,32.5682175,74.0869221
15156,UNIVERSITY ROAD GUJRAT Pakistan #15156,Residential,2739,100,2,32.5440434,74.090724
15157,DINGA ROAD GUJRAT Pakistan #15157,Arterial,4504,60,5,32.5638553,74.0505752
15158,BHIMBER ROAD GUJRAT Pakistan #15158,Arterial,904,80,2,32.5695355,74.085118
15159,JALALPUR JATTAN ROAD GUJRAT Pakistan #15159,Residential,5079,50,6,32.6650103,74.0795798
15160,JALALPUR JATTAN ROAD GUJRAT Pakistan #15160,Residential,4537,60,3,32.6480365,74.2120629
15161,JALALPUR JATTAN ROAD GUJRAT Pakistan #15161,Residential,4935,50,6,32.5652719,74.0679012
15162,SERVICE ROAD GUJRAT Pakistan #15162,Residential,2703,100,5,32.5848011,74.0559518
15163,NEAR MARKET GUJRAT Pakistan #15163,Arterial,1881,80,5,32.564327,74.0583307
15164,JALALPUR JATTAN ROAD GUJRAT Pakistan #15164,Arterial,1912,60,1,32.549,74.089671
15165,NEAR SCHOOL ROAD GUJRAT Pakistan #15165,Arterial,4381,100,1,32.5583951,74.0757951
15166,JALALPUR JATTAN ROAD GUJRAT Pakistan #15166,Residential,5040,100,4,32.5794063,74.0483721
15167,VILLAGE LINK ROAD GUJRAT Pakistan #15167,Highway,4480,100,5,32.5587491,74.0429687
15168,JALALPUR JATTAN ROAD GUJRAT Pakistan #15168,Residential,2443,100,2,32.6039016,74.137435
15169,UNIVERSITY ROAD GUJRAT Pakistan #15169,Arterial,3048,60,1,32.5588588,74.0433025
15170,VILLAGE LINK ROAD GUJRAT Pakistan #15170,Rural,4490,80,3,32.5828036,74.0800539
15171,NEAR PSO PUMP GUJRAT Pakistan #15171,Highway,1231,40,6,32.5927722,74.1157376
15172,JALALPUR JATTAN ROAD GUJRAT Pakistan #15172,Highway,673,120,2,32.8514162,74.0726044
15173,NEAR SCHOOL ROAD GUJRAT Pakistan #15173,Arterial,4595,30,3,32.5730725,74.1005044
15174,SERVICE ROAD GUJRAT Pakistan #15174,Arterial,2444,30,6,32.5588588,74.0433025
15175,JALALPUR JATTAN ROAD GUJRAT Pakistan #15175,Arterial,2195,30,1,32.5250136,74.0896883
15176,NEAR BUS STOP GUJRAT Pakistan #15176,Residential,2704,120,3,32.5730725,74.1005044
15177,CHOWK AREA GUJRAT Pakistan #15177,Rural,3302,80,1,32.5861616,74.0635014
15178,BHIMBER ROAD GUJRAT Pakistan #15178,Residential,759,100,3,32.5499292,74.0704819
15179,NEAR MARKET GUJRAT Pakistan #15179,Arterial,4158,60,6,32.5519382,74.0755415
15180,JALALPUR JATTAN ROAD GUJRAT Pakistan #15180,Rural,1368,80,3,32.567873,74.0762757
15181,NEAR BUS STOP GUJRAT Pakistan #15181,Arterial,3393,100,2,32.5730725,74.1005044
15182,NEAR MARKET GUJRAT Pakistan #15182,Rural,3546,60,6,32.5730725,74.1005044
15183,BHIMBER ROAD GUJRAT Pakistan #15183,Arterial,2442,120,2,32.6245827,74.1730541
15184,CHOWK AREA GUJRAT Pakistan #15184,Residential,2792,60,2,32.5968594,74.0608558
15185,GT ROAD GUJRAT Pakistan #15185,Arterial,1208,40,5,32.5798409,74.0836181
15186,NEAR BUS STOP GUJRAT Pakistan #15186,Residential,1911,100,4,32.5632893,74.0556504
15187,GT ROAD GUJRAT Pakistan #15187,Residential,2449,120,2,32.5449782,74.0909602
15188,NEAR SCHOOL ROAD GUJRAT Pakistan #15188,Highway,3502,100,4,32.5994195,74.0365128
15189,VILLAGE LINK ROAD GUJRAT Pakistan #15189,Arterial,4875,30,4,32.6377717,74.1958929
15190,UNIVERSITY ROAD GUJRAT Pakistan #15190,Highway,4270,50,4,32.5588588,74.0433025
15191,JALALPUR JATTAN ROAD GUJRAT Pakistan #15191,Residential,4956,120,2,32.5392192,74.0916604
15192,NEAR SCHOOL ROAD GUJRAT Pakistan #15192,Residential,997,40,4,32.5791625,74.0826263
15193,DINGA ROAD GUJRAT Pakistan #15193,Residential,2713,60,5,32.6356051,74.0094471
15194,VILLAGE LINK ROAD GUJRAT Pakistan #15194,Arterial,2588,120,4,32.5825477,74.0938969
15195,NEAR MARKET GUJRAT Pakistan #15195,Residential,1396,120,6,32.5626576,74.1372087
15196,UNIVERSITY ROAD GUJRAT Pakistan #15196,Arterial,5096,100,3,32.584981,74.0878018
15197,UNIVERSITY ROAD GUJRAT Pakistan #15197,Rural,1225,30,4,32.595951,74.0795821
15198,SERVICE ROAD GUJRAT Pakistan #15198,Residential,2884,100,4,32.5634298,74.0579185
15199,NEAR SCHOOL ROAD GUJRAT Pakistan #15199,Arterial,2201,60,2,32.5006948,74.0894918
15200,DINGA ROAD GUJRAT Pakistan #15200,Arterial,3833,60,2,32.5709419,74.0812337
15201,NEAR MARKET GUJRAT Pakistan #15201,Arterial,3234,30,3,32.584314,74.0801363
15202,GT ROAD GUJRAT Pakistan #15202,Highway,1808,30,4,32.5626567,74.0539697
15203,BHIMBER ROAD GUJRAT Pakistan #15203,Arterial,4490,60,4,32.5968594,74.0608558
15204,UNIVERSITY ROAD GUJRAT Pakistan #15204,Arterial,2367,100,1,32.5763827,74.0785437
15205,NEAR MARKET GUJRAT Pakistan #15205,Arterial,2522,30,2,32.5730725,74.1005044
15206,CHOWK AREA GUJRAT Pakistan #15206,Rural,1669,80,2,32.5795915,74.0909811
15207,NEAR PSO PUMP GUJRAT Pakistan #15207,Arterial,1119,80,2,32.5730725,74.1005044
15208,NEAR SCHOOL ROAD GUJRAT Pakistan #15208,Arterial,3634,30,5,32.5925382,74.0468811
15209,NEAR BUS STOP GUJRAT Pakistan #15209,Residential,3698,120,1,32.5792771,74.088574
15210,NEAR SCHOOL ROAD GUJRAT Pakistan #15210,Residential,1749,30,3,32.5756197,74.0658372
15211,NEAR BUS STOP GUJRAT Pakistan #15211,Highway,3746,80,4,32.6377717,74.1958929
15212,GT ROAD GUJRAT Pakistan #15212,Highway,4893,100,5,32.512573,74.0098577
15213,NEAR PSO PUMP GUJRAT Pakistan #15213,Highway,1510,120,2,32.6022189,74.0342452
15214,VILLAGE LINK ROAD GUJRAT Pakistan #15214,Arterial,1830,60,3,32.5499292,74.0704819
15215,DINGA ROAD GUJRAT Pakistan #15215,Rural,2058,50,2,32.6659235,74.1756105
15216,UNIVERSITY ROAD GUJRAT Pakistan #15216,Highway,1060,100,4,32.5925382,74.0468811
15217,NEAR BUS STOP GUJRAT Pakistan #15217,Rural,686,30,3,32.6057903,74.0872892
15218,UNIVERSITY ROAD GUJRAT Pakistan #15218,Arterial,2791,80,4,32.503008,74.0840346
15219,CHOWK AREA GUJRAT Pakistan #15219,Highway,2763,50,6,32.5587491,74.0429687
15220,SERVICE ROAD GUJRAT Pakistan #15220,Residential,4344,120,2,32.5832432,74.0469324
15221,DINGA ROAD GUJRAT Pakistan #15221,Arterial,1332,50,6,32.6435688,74.2021979
15222,CHOWK AREA GUJRAT Pakistan #15222,Residential,945,30,5,32.5692876,74.0998171
15223,NEAR BUS STOP GUJRAT Pakistan #15223,Arterial,1290,80,2,32.5809,74.05884
15224,BHIMBER ROAD GUJRAT Pakistan #15224,Highway,5147,50,6,32.5838405,74.0900104
15225,UNIVERSITY ROAD GUJRAT Pakistan #15225,Highway,2216,50,6,32.6480365,74.2120629
15226,NEAR PSO PUMP GUJRAT Pakistan #15226,Arterial,4109,50,2,32.5798775,74.0602528
15227,BHIMBER ROAD GUJRAT Pakistan #15227,Arterial,2823,120,5,32.5692876,74.0998171
15228,NEAR SCHOOL ROAD GUJRAT Pakistan #15228,Highway,2022,100,5,32.6066198,74.0777442
15229,JALALPUR JATTAN ROAD GUJRAT Pakistan #15229,Arterial,1456,40,5,32.6098864,74.0498408
15230,VILLAGE LINK ROAD GUJRAT Pakistan #15230,Residential,3759,50,5,32.5588588,74.0433025
15231,NEAR BUS STOP GUJRAT Pakistan #15231,Arterial,3948,30,4,32.5730725,74.1005044
15232,NEAR PSO PUMP GUJRAT Pakistan #15232,Arterial,1227,50,4,32.6588171,74.1820861
15233,NEAR PSO PUMP GUJRAT Pakistan #15233,Highway,1316,50,6,32.7092594,74.0204644
15234,NEAR MARKET GUJRAT Pakistan #15234,Residential,4246,30,4,32.6097434,74.1471292
15235,NEAR SCHOOL ROAD GUJRAT Pakistan #15235,Residential,1177,80,5,32.5730725,74.1005044
15236,CHOWK AREA GUJRAT Pakistan #15236,Residential,3934,50,3,32.5910902,74.0871118
15237,GT ROAD GUJRAT Pakistan #15237,Rural,1342,120,2,32.5725038,74.1015071
15238,NEAR MARKET GUJRAT Pakistan #15238,Residential,2960,60,5,32.576557,74.069229
15239,GT ROAD GUJRAT Pakistan #15239,Residential,4217,120,6,32.5806964,74.0769031
15240,DINGA ROAD GUJRAT Pakistan #15240,Arterial,2816,30,6,32.564327,74.0583307
15241,GT ROAD GUJRAT Pakistan #15241,Residential,3428,100,1,32.565822,74.0516865
15242,DINGA ROAD GUJRAT Pakistan #15242,Rural,1257,100,1,32.5615005,74.0806009
15243,NEAR MARKET GUJRAT Pakistan #15243,Highway,4314,50,6,32.6057903,74.0872892
15244,NEAR SCHOOL ROAD GUJRAT Pakistan #15244,Residential,4745,30,5,32.5723863,74.0683129
15245,JALALPUR JATTAN ROAD GUJRAT Pakistan #15245,Residential,1303,60,6,32.5583951,74.0757951
15246,UNIVERSITY ROAD GUJRAT Pakistan #15246,Residential,2642,120,1,32.5968779,74.0715506
15247,NEAR MARKET GUJRAT Pakistan #15247,Residential,4530,30,5,32.6170429,74.0307467
15248,NEAR BUS STOP GUJRAT Pakistan #15248,Highway,3091,100,5,32.5229296,74.0523316
15249,GT ROAD GUJRAT Pakistan #15249,Arterial,2007,60,1,32.5853647,74.0675061
15250,DINGA ROAD GUJRAT Pakistan #15250,Residential,1689,80,3,32.5624664,74.0644355
15251,NEAR PSO PUMP GUJRAT Pakistan #15251,Rural,4700,50,4,32.6377717,74.1958929
15252,SERVICE ROAD GUJRAT Pakistan #15252,Highway,1628,40,3,32.5743959,74.0748518
15253,CHOWK AREA GUJRAT Pakistan #15253,Arterial,2896,80,2,32.5730725,74.1005044
15254,NEAR BUS STOP GUJRAT Pakistan #15254,Arterial,5093,50,4,32.6377717,74.1958929
15255,VILLAGE LINK ROAD GUJRAT Pakistan #15255,Arterial,3956,30,1,32.629583,74.079007
15256,CHOWK AREA GUJRAT Pakistan #15256,Arterial,3676,40,5,32.5588588,74.0433025
15257,GT ROAD GUJRAT Pakistan #15257,Residential,738,60,4,32.4909769,74.0892863
15258,JALALPUR JATTAN ROAD GUJRAT Pakistan #15258,Residential,3020,60,4,32.5119798,74.0329499
15259,UNIVERSITY ROAD GUJRAT Pakistan #15259,Residential,4321,60,4,32.6060455,74.0867057
15260,NEAR SCHOOL ROAD GUJRAT Pakistan #15260,Rural,4151,60,3,32.6327452,74.0053154
15261,NEAR BUS STOP GUJRAT Pakistan #15261,Residential,1945,30,2,32.5730725,74.1005044
15262,VILLAGE LINK ROAD GUJRAT Pakistan #15262,Highway,794,100,6,32.5817243,74.0690014
15263,VILLAGE LINK ROAD GUJRAT Pakistan #15263,Residential,1650,30,5,32.6402521,74.1970211
15264,CHOWK AREA GUJRAT Pakistan #15264,Highway,4631,120,2,32.5921906,74.116012
15265,NEAR PSO PUMP GUJRAT Pakistan #15265,Rural,2148,40,3,32.4950197,74.0796864
15266,NEAR BUS STOP GUJRAT Pakistan #15266,Highway,3702,40,5,32.5898911,74.0503762
15267,NEAR SCHOOL ROAD GUJRAT Pakistan #15267,Arterial,3951,80,3,32.5589001,74.0840386
15268,SERVICE ROAD GUJRAT Pakistan #15268,Rural,4562,30,6,32.6377717,74.1958929
15269,NEAR MARKET GUJRAT Pakistan #15269,Arterial,1536,40,1,32.5712094,74.0781113
15270,UNIVERSITY ROAD GUJRAT Pakistan #15270,Rural,1969,80,4,32.5771447,74.0799177
15271,SERVICE ROAD GUJRAT Pakistan #15271,Residential,3019,60,4,32.5030015,74.0953186
15272,DINGA ROAD GUJRAT Pakistan #15272,Rural,2311,80,3,32.6057903,74.0872892
15273,VILLAGE LINK ROAD GUJRAT Pakistan #15273,Arterial,2375,80,2,32.6057903,74.0872892
15274,GT ROAD GUJRAT Pakistan #15274,Highway,3686,50,2,32.5499292,74.0704819
15275,GT ROAD GUJRAT Pakistan #15275,Arterial,874,30,2,32.5119798,74.0329499
15276,CHOWK AREA GUJRAT Pakistan #15276,Arterial,3328,80,5,32.5626567,74.0539697
15277,GT ROAD GUJRAT Pakistan #15277,Highway,4691,120,1,32.6715662,74.271613
15278,VILLAGE LINK ROAD GUJRAT Pakistan #15278,Arterial,3349,50,4,32.5721403,74.0680152
15279,JALALPUR JATTAN ROAD GUJRAT Pakistan #15279,Highway,1965,30,1,32.6135103,74.0787151
15280,JALALPUR JATTAN ROAD GUJRAT Pakistan #15280,Arterial,1302,120,6,32.6321074,74.2113292
15281,GT ROAD GUJRAT Pakistan #15281,Arterial,3868,50,2,32.5488192,74.0501935
15282,JALALPUR JATTAN ROAD GUJRAT Pakistan #15282,Arterial,4532,50,1,32.5798775,74.0602528
15283,NEAR BUS STOP GUJRAT Pakistan #15283,Residential,3296,40,5,32.6327452,74.0053154
15284,VILLAGE LINK ROAD GUJRAT Pakistan #15284,Highway,5191,80,5,32.5416391,74.0031448
15285,VILLAGE LINK ROAD GUJRAT Pakistan #15285,Highway,1747,30,2,32.5730725,74.1005044
15286,NEAR PSO PUMP GUJRAT Pakistan #15286,Residential,3011,30,4,32.6468571,74.2119253
15287,GT ROAD GUJRAT Pakistan #15287,Arterial,1946,120,6,32.5741792,74.0816947
15288,DINGA ROAD GUJRAT Pakistan #15288,Residential,1146,40,1,32.5840301,74.0740246
15289,BHIMBER ROAD GUJRAT Pakistan #15289,Rural,4818,120,3,32.5587491,74.0429687
15290,NEAR BUS STOP GUJRAT Pakistan #15290,Arterial,3991,100,3,32.5577226,74.0837469
15291,GT ROAD GUJRAT Pakistan #15291,Residential,2274,80,5,32.5614029,74.0620506
15292,GT ROAD GUJRAT Pakistan #15292,Arterial,3466,120,2,32.5614167,74.0501046
15293,CHOWK AREA GUJRAT Pakistan #15293,Arterial,665,40,3,32.5692876,74.0998171
15294,VILLAGE LINK ROAD GUJRAT Pakistan #15294,Arterial,1160,40,2,32.5692876,74.0998171
15295,NEAR SCHOOL ROAD GUJRAT Pakistan #15295,Arterial,3232,40,6,32.5872253,74.076468
15296,VILLAGE LINK ROAD GUJRAT Pakistan #15296,Residential,3098,40,6,32.570848,74.0711602
15297,NEAR SCHOOL ROAD GUJRAT Pakistan #15297,Arterial,3555,60,3,32.5624664,74.0644355
15298,SERVICE ROAD GUJRAT Pakistan #15298,Residential,1260,50,5,32.5704271,74.078587
15299,CHOWK AREA GUJRAT Pakistan #15299,Residential,1837,30,2,32.6356051,74.0094471
15300,DINGA ROAD GUJRAT Pakistan #15300,Residential,5009,40,6,32.5634298,74.0579185
15301,GT ROAD GUJRAT Pakistan #15301,Highway,4066,120,5,32.6588171,74.1820861
15302,NEAR PSO PUMP GUJRAT Pakistan #15302,Arterial,1291,30,2,32.5861616,74.0635014
15303,CHOWK AREA GUJRAT Pakistan #15303,Arterial,4971,80,4,32.5499292,74.0704819
15304,CHOWK AREA GUJRAT Pakistan #15304,Residential,4166,100,2,32.5751763,74.0664232
15305,BHIMBER ROAD GUJRAT Pakistan #15305,Highway,1803,40,3,32.5730725,74.1005044
15306,BHIMBER ROAD GUJRAT Pakistan #15306,Residential,4118,30,6,32.5878756,74.0736672
15307,NEAR MARKET GUJRAT Pakistan #15307,Rural,1805,60,5,32.5712012,74.0750116
15308,BHIMBER ROAD GUJRAT Pakistan #15308,Residential,2647,120,4,32.6688828,74.1770858
15309,NEAR BUS STOP GUJRAT Pakistan #15309,Highway,2951,80,4,32.5757806,74.0749365
15310,VILLAGE LINK ROAD GUJRAT Pakistan #15310,Residential,2999,100,6,32.5519382,74.0755415
15311,NEAR BUS STOP GUJRAT Pakistan #15311,Arterial,3625,100,3,32.6151722,74.0057745
15312,BHIMBER ROAD GUJRAT Pakistan #15312,Arterial,3698,60,1,32.6690152,74.2575477
15313,UNIVERSITY ROAD GUJRAT Pakistan #15313,Rural,4696,60,1,32.5921906,74.116012
15314,VILLAGE LINK ROAD GUJRAT Pakistan #15314,Rural,5112,30,3,32.5809666,74.0769405
15315,VILLAGE LINK ROAD GUJRAT Pakistan #15315,Residential,4638,80,3,32.6031915,74.0388554
15316,NEAR SCHOOL ROAD GUJRAT Pakistan #15316,Arterial,3709,120,2,32.5730725,74.1005044
15317,JALALPUR JATTAN ROAD GUJRAT Pakistan #15317,Arterial,4735,120,4,32.6031915,74.0388554
15318,NEAR PSO PUMP GUJRAT Pakistan #15318,Arterial,2381,100,1,32.8364974,74.0740729
15319,SERVICE ROAD GUJRAT Pakistan #15319,Residential,1232,30,5,32.5499292,74.0704819
15320,DINGA ROAD GUJRAT Pakistan #15320,Arterial,3655,30,1,32.5846926,74.076405
15321,VILLAGE LINK ROAD GUJRAT Pakistan #15321,Residential,686,60,6,32.5516352,74.0706787
15322,DINGA ROAD GUJRAT Pakistan #15322,Residential,1292,100,6,32.6102092,74.0887846
15323,NEAR PSO PUMP GUJRAT Pakistan #15323,Arterial,1302,120,6,32.585324,74.0764587
15324,NEAR PSO PUMP GUJRAT Pakistan #15324,Highway,4475,120,3,32.8439136,74.0679098
15325,BHIMBER ROAD GUJRAT Pakistan #15325,Residential,3661,30,2,32.583994,74.1257065
15326,NEAR MARKET GUJRAT Pakistan #15326,Arterial,4725,50,3,32.5575437,74.0754688
15327,CHOWK AREA GUJRAT Pakistan #15327,Arterial,4245,30,1,32.6201744,74.0789545
15328,GT ROAD GUJRAT Pakistan #15328,Arterial,3522,120,4,32.5723405,74.0816796
15329,NEAR PSO PUMP GUJRAT Pakistan #15329,Rural,804,30,3,32.5322932,74.092157
15330,SERVICE ROAD GUJRAT Pakistan #15330,Highway,2622,120,3,32.5963528,74.0410284
15331,BHIMBER ROAD GUJRAT Pakistan #15331,Arterial,3884,40,3,32.6383091,74.1999925
15332,NEAR PSO PUMP GUJRAT Pakistan #15332,Highway,2802,100,5,32.9753066,74.0858207
15333,BHIMBER ROAD GUJRAT Pakistan #15333,Rural,2506,50,2,32.584226,74.071835
15334,BHIMBER ROAD GUJRAT Pakistan #15334,Highway,4459,100,4,32.6327822,74.0108605
15335,GT ROAD GUJRAT Pakistan #15335,Highway,4668,30,4,32.5643094,74.0589911
15336,JALALPUR JATTAN ROAD GUJRAT Pakistan #15336,Arterial,2815,30,3,32.5006948,74.0894918
15337,CHOWK AREA GUJRAT Pakistan #15337,Arterial,2153,80,2,32.634025,74.0073869
15338,NEAR SCHOOL ROAD GUJRAT Pakistan #15338,Residential,737,40,5,32.5798775,74.0602528
15339,DINGA ROAD GUJRAT Pakistan #15339,Residential,1872,50,6,32.6327452,74.0053154
15340,JALALPUR JATTAN ROAD GUJRAT Pakistan #15340,Residential,2055,60,2,32.5806524,74.0829921
15341,SERVICE ROAD GUJRAT Pakistan #15341,Arterial,4915,50,2,32.5730725,74.1005044
15342,NEAR PSO PUMP GUJRAT Pakistan #15342,Rural,1589,40,4,32.5649818,74.0596822
15343,NEAR PSO PUMP GUJRAT Pakistan #15343,Residential,2991,50,2,32.571271,74.0859277
15344,DINGA ROAD GUJRAT Pakistan #15344,Highway,4520,120,4,32.5927722,74.1157376
15345,NEAR SCHOOL ROAD GUJRAT Pakistan #15345,Residential,1355,120,3,32.5670037,74.066112
15346,GT ROAD GUJRAT Pakistan #15346,Rural,2899,100,2,32.6016715,74.0778492
15347,CHOWK AREA GUJRAT Pakistan #15347,Arterial,2985,120,5,32.5730725,74.1005044
15348,UNIVERSITY ROAD GUJRAT Pakistan #15348,Arterial,1294,100,6,32.5493645,74.0344188
15349,NEAR BUS STOP GUJRAT Pakistan #15349,Rural,1122,120,4,32.6755541,74.0849209
15350,JALALPUR JATTAN ROAD GUJRAT Pakistan #15350,Highway,4491,80,1,32.5712094,74.0781113
15351,NEAR SCHOOL ROAD GUJRAT Pakistan #15351,Highway,4565,30,3,32.5730725,74.1005044
15352,JALALPUR JATTAN ROAD GUJRAT Pakistan #15352,Residential,2415,30,1,32.6300848,74.2302904
15353,BHIMBER ROAD GUJRAT Pakistan #15353,Rural,862,60,6,32.4886759,74.0911437
15354,JALALPUR JATTAN ROAD GUJRAT Pakistan #15354,Rural,4469,30,4,32.6356051,74.0094471
15355,NEAR SCHOOL ROAD GUJRAT Pakistan #15355,Residential,3464,50,3,32.5588588,74.0433025
15356,UNIVERSITY ROAD GUJRAT Pakistan #15356,Arterial,2128,60,1,32.49162,74.0894328
